Código (producto),Distrito,Almacén,Ubicación,Estante,Marca,Cantidad,Precio,Minimo,Comentario
1249,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],2, $340.00 ,0,NA
1251,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],5, $225.00 ,0,NA
1252,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],9, $163.00 ,0,NA
4679,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],7, $238.24 ,0,NA
7950,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],1, $356.10 ,0,NA
7951,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],12, $440.00 ,0,NA
7952,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],24, $110.00 ,0,NA
7973,Planta Veracruz,Petroleras,AL1,T-4,['Generica'],8, $133.79 ,0,NA
57,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],41, $6.02 ,0,NA
102,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],60, $18.10 ,0,NA
150,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],22, $337.07 ,0,NA
1923,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],0, $162.93 ,0,NA
7697,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],30, $19.83 ,0,NA
8326,Planta Veracruz,Petroleras,AL1,Y-1,['Generica'],0, $337.93 ,0,NA
9,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],10, $20.00 ,0,NA
10,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],8, $32.00 ,0,NA
23,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],35, $20.00 ,0,NA
601,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],20, $13.83 ,0,NA
8327,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],0, $353.45 ,0,NA
8817,Planta Veracruz,Petroleras,AL1,Y-2,['Generica'],9, $289.66 ,0,NA
110,Planta Veracruz,Petroleras,AL1,Y-3,['Generica'],10, $74.95 ,0,NA
4403,Planta Veracruz,Petroleras,AL1 ,Y-3,['Generica'],4, $70.68 ,0,NA
5647,Planta Veracruz,Petroleras,AL1,Y-3,['Generica'],2, $411.96 ,0,NA
5919,Planta Veracruz,Petroleras,AL1,Y-3,['Generica'],5, $154.58 ,0,NA
58,Planta Veracruz,Petroleras,AL1,Y-4,['Generica'],45, $58.59 ,0,NA
398,Planta Veracruz,Petroleras,AL1,Y-4,['Generica'],0, $59.48 ,0,NA
1719,Planta Veracruz,Petroleras,AL1,Y-4,['Generica'],35, $58.59 ,0,NA
54,Planta Veracruz,Petroleras,AL1,Y-5,['Generica'],0, $139.67 ,0,NA
56,Planta Veracruz,Petroleras,AL1,Y-5,['Generica'],0, $112.93 ,0,NA
323,Planta Veracruz,Petroleras,AL1,Y-5,['Generica'],80, $53.39 ,0,NA
1750,Planta Veracruz,Petroleras,AL1,Y-5,['Generica'],2, $171.50 ,0,NA
5354,Planta Veracruz,Petroleras,AL1,Y-5,['Generica'],1, $695.69 ,0,NA
925,Planta Veracruz,Petroleras,AL2,A-1,['Generica'],1, $240.00 ,0,NA
921,Planta Veracruz,Petroleras,AL2,A-1,['Generica'],1, $230.00 ,0,NA
924,Planta Veracruz,Petroleras,AL2,A-1,['Generica'],12, $263.00 ,0,NA
913,Planta Veracruz,Petroleras,AL2,A-1,['Generica'],1," $6,000.00 ",0,NA
35,Planta Veracruz,Petroleras,AL2,A-2,['Generica'],8," $1,200.00 ",0,NA
3020,Planta Veracruz,Petroleras,AL2,A-2,['Generica'],4," $4,000.00 ",0,NA
687,Planta Veracruz,Petroleras,AL2,A-3,['Generica'],124," $1,350.00 ",0,NA
3900,Planta Veracruz,Petroleras,AL2,A-4,['Generica'],6, $680.00 ,0,NA
3817,Planta Veracruz,Petroleras,AL2,A-4,['Generica'],2," $3,469.90 ",0,NA
7695,Planta Veracruz,Petroleras,AL2,A-5,['Generica'],30," $1,490.69 ",0,NA
144,Planta Veracruz,Petroleras,AL2,A-5,['Generica'],2, $681.00 ,0,NA
151,Planta Veracruz,Petroleras,AL2,A-5,['Generica'],1, $65.80 ,0,NA
890,Planta Veracruz,Petroleras,AL2,B-1,['Generica'],6, $990.00 ,0,NA
25,Planta Veracruz,Petroleras,AL2,B-1,['Generica'],122," $3,316.09 ",0,NA
659,Planta Veracruz,Petroleras,AL2,B-2,['Generica'],9, $159.56 ,0,NA
858,Planta Veracruz,Petroleras,AL2,B-2,['Generica'],144, $679.50 ,0,NA
866,Planta Veracruz,Petroleras,AL2,B-3,['Generica'],6, $357.00 ,0,NA
863,Planta Veracruz,Petroleras,AL2,B-3,['Generica'],4, $981.75 ,0,NA
404,Planta Veracruz,Petroleras,AL2,B-3,['Generica'],44, $73.27 ,0,NA
7501,Planta Veracruz,Petroleras,AL2,B-3,['Generica'],1, $603.40 ,0,NA
254,Planta Veracruz,Petroleras,AL2,B-4,['Generica'],14, $25.02 ,0,NA
3639,Planta Veracruz,Petroleras,AL2,B-4,['Generica'],86, $110.00 ,0,NA
7662,Planta Veracruz,Petroleras,AL2,B-4,['Generica'],59, $301.72 ,0,NA
231,Planta Veracruz,Petroleras,AL2,B-5,['Generica'],2, $75.00 ,0,NA
8301,Planta Veracruz,Petroleras,AL2,B-5,['Generica'],61, $430.00 ,0,NA
3894,Planta Veracruz,Petroleras,AL2,B-5,['Generica'],1, $80.00 ,0,NA
796,Planta Veracruz,Petroleras,AL2,C-1,['Generica'],19, $328.35 ,0,NA
3741,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],31, $179.80 ,0,NA
1691,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],26, $118.50 ,0,NA
786,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],1, $121.00 ,0,NA
2507,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],3, $140.00 ,0,NA
3818,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],51," $1,156.73 ",0,NA
6959,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],416, $143.84 ,0,NA
2318,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],2, $106.84 ,0,NA
6258,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],38, $47.41 ,0,NA
1272,Planta Veracruz,Petroleras,AL2,C-2,['Generica'],1, $134.03 ,0,NA
539,Planta Veracruz,Petroleras,AL2,C-3,['Generica'],1, $81.64 ,0,NA
232,Planta Veracruz,Petroleras,AL2,C-3,['Generica'],3, $111.64 ,0,NA
8348,Planta Veracruz,Petroleras,AL2,C-3,['Generica'],3, $157.00 ,0,NA
5206,Planta Veracruz,Petroleras,AL2,C-3,['Generica'],271," $1,156.73 ",0,NA
870,Planta Veracruz,Petroleras,AL2,C-4,['Generica'],51, $391.18 ,0,NA
567,Planta Veracruz,Petroleras,AL2,C-4,['Generica'],15, $54.39 ,0,NA
296,Planta Veracruz,Petroleras,AL2,C-4,['Generica'],9, $67.79 ,0,NA
547,Planta Veracruz,Petroleras,AL2,C-4,['Generica'],27," $2,586.20 ",0,NA
912,Planta Veracruz,Petroleras,AL2,D-1,['Generica'],11, $750.00 ,0,NA
1612,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],109, $40.00 ,0,NA
801,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],22, $252.58 ,0,NA
2666,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],2, $70.10 ,0,NA
1655,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],37, $40.20 ,0,NA
865,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],9, $259.59 ,0,NA
1727,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],246, $490.00 ,0,NA
617,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],15, $24.31 ,0,NA
871,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],18, $60.49 ,0,NA
874,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],97, $180.00 ,0,NA
849,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],95, $92.56 ,0,NA
825,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],3, $135.70 ,0,NA
5208,Planta Veracruz,Petroleras,AL2,D-2,['Generica'],9, $-   ,0,NA
660,Planta Veracruz,Petroleras,AL2,D-3,['Generica'],7, $87.03 ,0,NA
228,Planta Veracruz,Petroleras,AL2,D-3,['Generica'],61, $258.00 ,0,NA
7694,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],27, $321.50 ,0,NA
5234,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],1, $800.00 ,0,NA
856,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],10, $561.82 ,0,NA
257,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],3, $180.00 ,0,NA
7082,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],121, $560.34 ,0,NA
2583,Planta Veracruz,Petroleras,AL2,D-4,['Generica'],48, $61.18 ,0,NA
3447,Planta Veracruz,Petroleras,AL2,E-1,['Generica'],98, $30.00 ,0,NA
810,Planta Veracruz,Petroleras,AL2,E-1,['Generica'],45, $45.50 ,0,NA
7953,Planta Veracruz,Petroleras,AL2,E-1,['Generica'],12, $120.00 ,0,NA
661,Planta Veracruz,Petroleras,AL2,E-1,['Generica'],420, $29.89 ,0,NA
7503,Planta Veracruz,Petroleras,AL2,E-1,['Generica'],7, $63.12 ,0,NA
795,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],3, $277.17 ,0,NA
1613,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],1, $60.00 ,0,NA
698,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],5, $116.74 ,0,NA
1538,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],3, $55.43 ,0,NA
799,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],4, $38.64 ,0,NA
8208,Planta Veracruz,Petroleras,AL2,E-2,['Generica'],9, $98.00 ,0,NA
410,Planta Veracruz,Petroleras,AL2,E-3,['Generica'],12, $170.80 ,0,NA
792,Planta Veracruz,Petroleras,AL2,E-3,['Generica'],7, $166.00 ,0,NA
1693,Planta Veracruz,Petroleras,AL2,E-3,['Generica'],1, $86.52 ,0,NA
867,Planta Veracruz,Petroleras,AL2,E-3,['Generica'],4, $80.00 ,0,NA
17,Planta Veracruz,Petroleras,AL2,E-4,['Generica'],21, $850.00 ,0,NA
794,Planta Veracruz,Petroleras,AL2,E-4,['Generica'],4, $210.00 ,0,NA
5185,Planta Veracruz,Petroleras,AL2,E-5,['Generica'],3," $30,239.68 ",0,NA
842,Planta Veracruz,Petroleras,AL2,F-1,['Generica'],14, $31.67 ,0,NA
2382,Planta Veracruz,Petroleras,AL2,F-1,['Generica'],4, $12.58 ,0,NA
4445,Planta Veracruz,Petroleras,AL2,F-1,['Generica'],57, $26.18 ,0,NA
857,Planta Veracruz,Petroleras,AL2,F-2,['Generica'],1, $371.48 ,0,NA
59,Planta Veracruz,Petroleras,AL2,F-2,['Generica'],4, $698.00 ,0,NA
797,Planta Veracruz,Petroleras,AL2,F-2,['Generica'],6, $170.00 ,0,NA
2347,Planta Veracruz,Petroleras,AL2,F-2,['Generica'],2, $350.00 ,0,NA
339,Planta Veracruz,Petroleras,AL2,F-2,['Generica'],1, $11.00 ,0,NA
1728,Planta Veracruz,Petroleras,AL2,F-3,['Generica'],7, $200.00 ,0,NA
417,Planta Veracruz,Petroleras,AL2,F-3,['Generica'],1, $83.25 ,0,NA
36,Planta Veracruz,Petroleras,AL2,F-3,['Generica'],1, $65.94 ,0,NA
407,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],1, $252.70 ,0,NA
371,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],1, $57.57 ,0,NA
822,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],1, $15.57 ,0,NA
787,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],2, $14.02 ,0,NA
662,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],11, $19.95 ,0,NA
263,Planta Veracruz,Petroleras,AL2,F-4,['Generica'],2, $70.10 ,0,NA
826,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],17, $100.50 ,0,NA
823,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],7, $37.89 ,0,NA
848,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],2, $27.27 ,0,NA
812,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $24.91 ,0,NA
146,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $48.14 ,0,NA
804,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],2, $123.73 ,0,NA
545,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $26.95 ,0,NA
482,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],20, $24.31 ,0,NA
824,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],2, $72.85 ,0,NA
546,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],13, $29.02 ,0,NA
1695,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $80.00 ,0,NA
829,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $139.42 ,0,NA
843,Planta Veracruz,Petroleras,AL2,F-5,['Generica'],1, $53.17 ,0,NA
1725,Planta Veracruz,Petroleras,AL3,C-1,['Generica'],10, $44.00 ,0,NA
8879,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],1, $-   ,0,NA
5269,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],18, $640.00 ,0,NA
5188,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],17, $467.78 ,0,NA
4610,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],1," $1,156.30 ",0,NA
2315,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],2," $4,000.00 ",0,NA
4611,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],6, $393.84 ,0,NA
367,Planta Veracruz,Petroleras,AL3,A-1,['Generica'],50, $13.36 ,0,NA
2102,Planta Veracruz,Petroleras,AL3,E-1,['Generica'],100, $150.00 ,0,NA
447,Planta Veracruz,Petroleras,AL3,A-1,['Generica'],47, $7.86 ,0,NA
448,Planta Veracruz,Petroleras,AL3,A-1,['Generica'],40, $7.86 ,0,NA
450,Planta Veracruz,Petroleras,AL3,A-1,['Generica'],65, $7.86 ,0,NA
7712,Planta Veracruz,Petroleras,AL3,B-1,['Generica'],75, $3.45 ,0,NA
169,Planta Veracruz,Petroleras,AL3,F-5,['Generica'],40, $13.35 ,0,NA
2015,Planta Veracruz,Petroleras,AL3,B-1,['Generica'],100, $9.60 ,0,NA
8149,Planta Veracruz,Petroleras,AL3,B-1,['Generica'],86, $14.69 ,0,NA
915,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],2, $95.00 ,0,NA
6486,Planta Veracruz,Petroleras,AL3,B-1,['Generica'],1, $9.00 ,0,NA
5257,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],1, $23.28 ,0,NA
900,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],2, $10.98 ,0,NA
898,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $25.86 ,0,NA
893,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],2, $4.24 ,0,NA
1503,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],3, $5.00 ,0,NA
1480,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],3, $145.60 ,0,NA
1479,Planta Veracruz,Petroleras,AL3,F-3,['Generica'],19, $438.74 ,0,NA
293,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],47, $30.00 ,0,NA
287,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],6, $18.34 ,0,NA
290,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],9, $30.00 ,0,NA
939,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],3, $60.00 ,0,NA
1581,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],2, $20.00 ,0,NA
5211,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],1, $20.00 ,0,NA
289,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],8, $30.00 ,0,NA
937,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],13, $50.00 ,0,NA
1580,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],1, $20.00 ,0,NA
291,Planta Veracruz,Petroleras,AL3,H-5,['Generica'],20, $51.93 ,0,NA
905,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],1, $69.87 ,0,NA
887,Planta Veracruz,Petroleras,AL3,B-3,['Generica'],6, $408.52 ,0,NA
889,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $56.98 ,0,NA
1481,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],1, $65.00 ,0,NA
1433,Planta Veracruz,Petroleras,AL3,C-1,['Generica'],4, $250.00 ,0,NA
1721,Planta Veracruz,Petroleras,AL3,B-4,['Generica'],7, $250.00 ,0,NA
1330,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],8, $182.28 ,0,NA
1441,Planta Veracruz,Petroleras,AL3,B-4,['Generica'],4, $227.85 ,0,NA
1329,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],5, $106.33 ,0,NA
1328,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],27, $116.35 ,0,NA
1436,Planta Veracruz,Petroleras,AL3,B-4,['Generica'],21, $258.35 ,0,NA
1438,Planta Veracruz,Petroleras,AL3,D-1,['Generica'],16, $195.15 ,0,NA
8054,Planta Veracruz,Petroleras,AL3,B-1,['Generica'],3, $33.62 ,0,NA
201,Planta Veracruz,Petroleras,AL3,F-2/E-1,['Generica'],29," $7,119.65 ",0,NA
940,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],3, $450.00 ,0,NA
891,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],2, $179.23 ,0,NA
902,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $4.93 ,0,NA
5210,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $50.00 ,0,NA
896,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $25.71 ,0,NA
1482,Planta Veracruz,Petroleras,AL3,C-1,['Generica'],1," $2,200.00 ",0,NA
157,Planta Veracruz,Petroleras,AL3,D-1,['Generica'],126.5, $51.51 ,0,NA
492,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],1, $94.83 ,0,NA
2219,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],201, $27.34 ,0,NA
1311,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],86, $1.50 ,0,NA
1317,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],12, $16.16 ,0,NA
1320,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],18, $4.83 ,0,NA
1315,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],54, $14.61 ,0,NA
1322,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],31, $7.53 ,0,NA
1323,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],114, $8.06 ,0,NA
1324,Planta Veracruz,Petroleras,AL3,A-3,['Generica'],105, $8.60 ,0,NA
1321,Planta Veracruz,Petroleras,AL3,A-2,['Generica'],3, $12.77 ,0,NA
903,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],2, $10.51 ,0,NA
1286,Planta Veracruz,Petroleras,AL3,F-5,['Generica'],2," $5,000.00 ",0,NA
941,Planta Veracruz,Petroleras,AL3,B-2,['Generica'],1, $380.00 ,0,NA
5936,Planta Veracruz,Petroleras,AL4,,['Generica'],2," $2,603.96 ",0,NA
5678,Planta Veracruz,Petroleras,AL4,,['Generica'],5, $78.23 ,0,NA
223,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],12, $980.00 ,0,NA
222,Planta Veracruz,Petroleras,AL4,F-1,['Generica'],13," $2,578.87 ",0,NA
976,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],2, $544.83 ,0,NA
977,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],5, $-   ,0,NA
978,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],11, $650.00 ,0,NA
979,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],1, $700.00 ,0,NA
1005,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],3, $-   ,0,NA
1002,Planta Veracruz,Petroleras,AL4,D-1,['Generica'],2," $3,157.00 ",0,NA
1001,Planta Veracruz,Petroleras,AL4,D-1,['Generica'],4," $3,169.00 ",0,NA
999,Planta Veracruz,Petroleras,AL4,C-3,['Generica'],11," $3,180.00 ",0,NA
1000,Planta Veracruz,Petroleras,AL4,D-1,['Generica'],3," $3,175.00 ",0,NA
998,Planta Veracruz,Petroleras,AL4,C--3,['Generica'],7," $3,169.48 ",0,NA
987,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],5," $3,175.00 ",0,NA
997,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],5, $-   ,0,NA
1004,Planta Veracruz,Petroleras,AL4,D-2,['Generica'],5," $3,350.00 ",0,NA
1006,Planta Veracruz,Petroleras,AL4,F-1,['Generica'],1," $3,700.00 ",0,NA
2476,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],25.7, $60.15 ,0,NA
429,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],1.76, $660.00 ,0,NA
5199,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],11, $670.00 ,0,NA
981,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],4, $200.00 ,0,NA
980,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],5, $216.95 ,0,NA
1011,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],6," $2,540.00 ",0,NA
988,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],6," $2,200.00 ",0,NA
1017,Planta Veracruz,Petroleras,AL4,C-1,['Generica'],4," $2,200.00 ",0,NA
1015,Planta Veracruz,Petroleras,AL4,D-1,['Generica'],1, $611.82 ,0,NA
973,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],5, $167.95 ,0,NA
202,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],9, $300.00 ,0,NA
327,Planta Veracruz,Petroleras,AL4,G-1,['Generica'],2, $150.00 ,0,NA
4942,Planta Veracruz,Petroleras,AL4,C-2,['Generica'],18," $1,031.00 ",0,NA
789,Planta Veracruz,Petroleras,AL4,B-1,['Generica'],11," $14,000.00 ",0,NA
101,Planta Veracruz,Petroleras,ALMP,E-1,['Generica'],250, $19.91 ,0,NA
193,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],2," $3,620.00 ",0,NA
195,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],3, $370.00 ,0,NA
499,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],2, $14.00 ,0,NA
1267,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],2, $40.00 ,0,NA
2233,Planta Veracruz,Petroleras,ALMP,A-1,['Generica'],50, $34.49 ,0,NA
2352,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],2," $3,549.95 ",0,NA
4107,Planta Veracruz,Petroleras,ALMP,A-1,['Generica'],100, $46.55 ,0,NA
5134,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],3, $500.00 ,0,NA
5499,Planta Veracruz,Petroleras,ALMP,B-1,['Generica'],1," $4,480.00 ",0,NA
7687,Planta Veracruz,Petroleras,ALMP,B-1,['Generica'],30," $7,020.00 ",0,NA
7799,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],2," $2,972.96 ",0,NA
8199,Planta Veracruz,Petroleras,ALMP,B-1,['Generica'],7," $4,720.00 ",0,NA
8200,Planta Veracruz,Petroleras,ALMP,B-1,['Generica'],1," $3,600.00 ",0,NA
8386,Planta Veracruz,Petroleras,ALMP,D-1,['Generica'],1, $611.30 ,0,NA
9548,Planta Veracruz,Petroleras,ALMP,C-1,['Generica'],21," $1,055.00 ",0,NA
